11,8,2,0,0
11,6,2,0,0
10,7,1,0,0
10,7,2,0,0
11,8,2,0,0
12,9,3,1,0
10,8,2,0,0
11,8,2,0,0
10,6,2,0,0
11,7,2,0,0
12,9,2,0,0
10,8,3,0,0
10,6,2,0,0
9,6,1,0,0
13,9,1,0,0
13,10,2,1,0
12,9,1,1,0
11,8,2,0,0
13,9,3,0,0
11,9,2,0,0
12,8,3,0,0
11,9,2,1,0
10,8,1,0,0
11,8,3,1,0
10,8,4,0,0
11,6,3,0,0
11,8,3,1,0
12,8,2,0,0
12,8,2,0,0
10,7,3,0,0
10,7,3,0,0
12,8,2,1,0
12,9,2,0,0
12,9,2,0,0
11,7,2,0,0
11,7,1,0,0
12,8,1,0,0
11,8,2,0,0
10,6,1,0,0
11,8,2,0,0
11,8,1,0,0
10,5,1,0,0
10,7,1,0,0
11,8,3,1,0
11,9,4,1,0
10,6,2,0,0
11,9,3,0,0
10,7,2,0,0
12,9,2,0,0
11,8,2,0,0
15,7,10,2,1
14,7,10,2,1
15,7,11,2,1
12,5,9,1,1
14,6,10,2,1
13,6,10,1,1
14,8,10,3,1
11,5,8,1,1
15,6,10,1,1
12,5,9,2,1
11,4,8,1,1
13,6,9,2,1
13,4,9,1,1
14,6,10,2,1
12,6,8,1,1
15,7,10,2,1
12,6,10,2,1
13,5,9,1,1
14,4,10,2,1
12,5,9,1,1
13,7,10,4,1
14,6,9,1,1
14,5,11,2,1
14,6,10,1,1
14,6,9,1,1
15,6,10,2,1
15,6,10,2,1
15,6,11,3,1
13,6,10,2,1
13,5,8,1,1
12,5,9,1,1
12,5,9,1,1
13,5,9,1,1
13,5,11,3,1
12,6,10,2,1
13,8,10,3,1
15,7,10,2,1
14,5,10,1,1
12,6,9,1,1
12,5,9,1,1
12,5,10,1,1
14,6,10,2,1
13,5,9,1,1
11,5,8,1,1
12,5,9,1,1
13,6,9,1,1
13,6,9,1,1
14,6,9,1,1
11,5,6,1,1
13,6,9,1,1
14,8,13,5,2
13,5,11,4,2
15,6,13,4,2
14,6,12,4,2
14,6,13,4,2
15,6,15,4,2
11,5,10,3,2
15,6,14,4,2
15,5,13,4,2
15,8,14,5,2
14,7,11,4,2
14,5,12,4,2
15,6,12,4,2
13,5,11,4,2
13,6,11,5,2
14,7,12,5,2
14,6,12,4,2
15,9,15,4,2
15,5,15,5,2
13,4,11,2,2
15,7,13,5,2
12,6,11,4,2
15,6,15,4,2
14,5,11,4,2
15,8,13,4,2
15,7,13,4,2
14,6,10,4,2
14,6,11,4,2
14,6,12,4,2
15,6,13,3,2
15,6,14,4,2
15,9,14,4,2
14,6,12,4,2
14,6,11,2,2
14,5,12,2,2
15,6,14,5,2
14,8,12,5,2
14,7,12,4,2
13,6,10,4,2
15,7,12,4,2
15,7,12,5,2
15,7,11,5,2
13,5,11,4,2
15,7,13,5,2
15,8,13,5,2
15,6,12,5,2
14,5,11,4,2
14,6,12,4,2
14,8,12,5,2
13,6,11,4,2
