23,17,4,0,0
22,13,4,0,0
21,15,3,0,0
20,15,5,0,0
22,17,4,0,0
24,18,7,2,0
20,16,4,1,0
22,16,5,0,0
20,13,4,0,0
22,15,5,0,0
24,18,5,0,0
21,16,7,0,0
21,13,4,0,0
19,13,3,0,0
27,19,3,0,0
26,20,5,2,0
24,18,3,2,0
23,17,4,1,0
26,18,7,1,0
23,18,5,1,0
24,16,7,0,0
23,18,5,2,0
20,17,2,0,0
23,16,7,2,0
21,16,8,0,0
22,13,7,0,0
22,16,7,2,0
24,17,5,0,0
24,16,4,0,0
21,15,7,0,0
21,15,7,0,0
24,16,5,2,0
24,19,5,0,0
25,19,4,0,0
22,15,5,0,0
22,15,3,0,0
25,17,3,0,0
22,17,4,0,0
20,13,3,0,0
23,16,5,0,0
22,17,3,1,0
20,10,3,1,0
20,15,3,0,0
22,17,7,2,0
23,18,8,2,0
21,13,4,1,0
23,18,7,0,0
20,15,4,0,0
24,18,5,0,0
22,16,4,0,0
31,15,21,4,1
29,15,20,5,1
31,15,22,5,1
25,10,19,3,1
29,12,20,5,1
26,12,20,3,1
29,16,21,7,1
22,10,16,2,1
30,13,20,3,1
24,11,18,4,1
22,9,17,2,1
27,13,19,5,1
27,9,19,2,1
28,13,21,4,1
25,13,17,3,1
30,15,20,4,1
25,13,20,5,1
27,11,19,2,1
28,9,20,5,1
25,11,18,3,1
27,15,21,8,1
28,12,19,3,1
29,11,22,5,1
28,12,21,3,1
29,13,19,3,1
30,13,20,4,1
30,12,21,4,1
30,13,22,7,1
27,13,20,5,1
26,11,17,2,1
25,10,18,3,1
25,10,18,2,1
27,11,18,3,1
27,11,23,7,1
24,13,20,5,1
27,16,20,7,1
30,15,21,5,1
29,10,20,3,1
25,13,19,3,1
25,11,19,3,1
25,11,20,3,1
28,13,20,4,1
27,11,19,3,1
22,10,16,2,1
25,11,19,3,1
26,13,19,3,1
26,13,19,3,1
28,13,19,3,1
23,11,13,3,1
26,12,19,3,1
29,16,27,11,2
27,11,23,8,2
31,13,27,9,2
29,13,25,8,2
29,13,27,9,2
31,13,30,9,2
22,11,20,7,2
31,13,29,8,2
30,11,27,8,2
31,17,28,11,2
29,15,23,9,2
29,11,24,8,2
30,13,25,9,2
26,11,22,9,2
27,12,23,10,2
29,15,24,10,2
29,13,25,8,2
31,18,30,9,2
31,11,31,10,2
27,9,22,5,2
31,15,26,10,2
25,12,22,9,2
31,12,30,9,2
29,11,22,8,2
30,16,26,9,2
31,15,27,8,2
28,12,21,8,2
28,13,22,8,2
29,12,25,9,2
31,13,27,7,2
31,12,28,8,2
31,18,29,9,2
29,12,25,9,2
29,12,23,5,2
28,11,25,4,2
31,13,28,10,2
29,16,25,10,2
29,15,25,8,2
27,13,21,8,2
31,15,24,9,2
30,15,25,10,2
31,15,23,10,2
27,11,23,8,2
30,15,27,10,2
30,16,26,11,2
30,13,24,10,2
29,11,22,8,2
29,13,24,9,2
28,16,24,10,2
27,13,23,8,2
